마을명,시군구명,읍면동명,행정리명,편의시설명,편의시설유형,소재지전화번호,소재지도로명주소,소재지지번주소,위도,경도,인허가일자,상세영업상태코드,상세영업상태명,휴무일,운영시간,데이터기준일자
수산1리마을,서귀포시,성산읍,수산1리,수산1리복지회관 전기차충전소,전기차충전소,1899-2100,제주특별자치도 서귀포시 성산읍 수산서남로 17,제주특별자치도 서귀포시 성산읍 수산리 703-1 회관 주차장 서측,33.44581951,126.8833679,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산1리마을,서귀포시,성산읍,수산1리,지에스 수산삼거리점 전기차충전소,전기차충전소,,제주특별자치도 서귀포시 성산읍 서성일로 1029,제주특별자치도 서귀포시 성산읍 수산리 269,33.44357046,126.888794,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산1리마을,서귀포시,성산읍,수산1리,수산1리 노인회관 근처 클린하우스,클린하우스,,제주특별자치도 서귀포시 성산읍 수산서남로 26,제주특별자치도 서귀포시성산읍 수산리 1199-1,33.44676738,126.8822374,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
수산1리마을,서귀포시,성산읍,수산1리,세븐일세븐 서귀포수산리점,편의점,064-782-4752,제주특별자치도 서귀포시 성산읍 수시로 13,제주특별자치도 서귀포시 성산읍 수산리 576-1,33.44665424,126.8865987,,13,영업중,연중무휴,(평일+주말+공휴일)06:00~24:00,2022-09-30
수산1리마을,서귀포시,성산읍,수산1리,GS25 수산삼거리점,편의점,064-784-7725,제주특별자치도 서귀포시 성산읍 서성일로 1029,제주특별자치도 서귀포시 성산읍 수산리 269,33.44359738,126.8886514,2017-04-26,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,녹두카페 전기차충전소,전기차충전소,1833-2377,제주특별자치도 서귀포시 성산읍 서성일로747번길 8,제주특별자치도 서귀포시 성산읍 수산리 2543-1,33.43249716,126.862562,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,부강자동차공업사 전기차충전소,전기차충전소,1833-8017,제주특별자치도 서귀포시 성산읍 서성일로 904,제주특별자치도 서귀포시 성산읍 수산리 1677-3,33.43862027,126.8765191,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,편운산방 전기차충전소 ,전기차충전소,1833-8017,제주특별자치도 서귀포시 성산읍 서성일로 898-38,제주특별자치도 서귀포시 성산읍 수산리 1687-3,33.43780714,126.8748481,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,고투베드 전기차충전소,전기차충전소,1544-4279,제주특별자치도 서귀포시 성산읍 서성일로 660 야외주차장,제주특별자치도 서귀포시 성산읍 수산리 3261-2,33.42704745,126.8551217,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,산들애풀하우스 전기차충전소,전기차충전소,1670-2690,제주특별자치도 서귀포시 성산읍 서성일로 689-8,제주특별자치도 서귀포시 성산읍 수산리 2721-3,33.42981091,126.8570741,,18,사용중,연중무휴,(평일+주말+공휴일)09:00~18:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,엔파제주호텔 전기차충전소,전기차충전소,1833-8017,제주특별자치도 서귀포시 성산읍 서성일로 726-11,제주특별자치도 서귀포시 성산읍 수산리 산 2576,33.42993527,126.8613886,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,알파캠프 전기차충전소,전기차충전소,02-6956-3055,제주특별자치도 서귀포시 성산읍 서성일로 726-37,제주특별자치도 서귀포시 성산읍 수산리 2579-10,33.42813271,126.8619909,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,양수도마을 안 클린하우스,클린하우스,,,제주특별자치도 서귀포시 성산읍 수산리 2790-40,33.43547071,126.8550647,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,CU 성산수산점,편의점,,제주특별자치도 서귀포시 성산읍 서성일로 908,제주특별자치도 서귀포시 성산읍 수산리 1676-5,33.43906923,126.8769299,2020-07-21,13,영업중,연중무휴,(평일+주말+공휴일)01:30~04:00,2022-09-30
수산2리마을,서귀포시,성산읍,수산2리,세븐일레븐 서귀포수산교차로점,편의점,,제주특별자치도 서귀포시 성산읍 서성일로 872-18,제주특별자치도 서귀포시 성산읍 수산리 1695-4,33.43833042,126.8729734,,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,아띠랑스호텔 전기차충전소,전기차충전소,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,제주특별자치도 서귀포시 성산읍 시흥리 10,33.47752136,126.9090956,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,봄그리고가을리조트 전기차충전소,전기차충전소,1661-9408,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,제주특별자치도 서귀포시 성산읍 시흥리 208,33.47464438,126.9110594,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,아름다운리조트 전기차충전소,전기차충전소,1522-1782,,제주특별자치도 서귀포시 성산읍 시흥리 5,33.47515568,126.9105505,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,성산자동차공업사 전기차충전소,전기차충전소,1670-2690,제주특별자치도 서귀포시 성산읍 일주동로 3965,제주특별자치도 서귀포시 성산읍 시흥리 718-4,33.47202521,126.902087,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,시흥초등학교주차장,주차장,,제주특별자치도 서귀포시 성산읍 시흥상동로 113,제주특별자치도 서귀포시 성산읍 시흥리 1214-4,33.47944842,126.8947248,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,봄 그리고 가을리조트주차장1,주차장,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,제주특별자치도 서귀포시 성산읍 시흥리 208,33.47395019,126.9111192,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,봄 그리고 가을리조트주차장2,주차장,,,제주특별자치도 서귀포시 성산읍 시흥리 207-6,33.47470061,126.9108899,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,시흥리 (구)마을회관 뒤 클린하우스,클린하우스,,제주특별자치도 서귀포시 성산읍 시흥상동로50번길 7,제주특별자치도 서귀포시 성산읍 시흥리 782-1,33.47414864,126.8994515,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,시흥리 경로당 맞은편 클린하우스,클린하우스,,,제주특별자치도 서귀포시 성산읍 시흥리 2644-7,33.47401703,126.904024,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,시흥리 펌프장 앞 클린하우스,클린하우스,,,제주특별자치도 서귀포시 성산읍 시흥리 980-98,33.47551754,126.9003321,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,시흥리 마을 안(상동) 클린하우스,클린하우스,,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 33-2,제주특별자치도 서귀포시 성산읍 시흥리 575-1,33.47312456,126.8958056,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,시흥 반석주택 클린하우스,클린하우스,,,제주특별자치도 서귀포시 성산읍 시흥리 2644-12,33.47238854,126.8998032,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,시흥하동 클린하우스,클린하우스,,제주특별자치도 서귀포시 성산읍 시흥하동로50번길 15-13,제주특별자치도 서귀포시 성산읍 시흥리 12-78,33.47564938,126.9075779,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,두산해운물류창고 옆 클린하우스,클린하우스,,제주특별자치도 서귀포시 성산읍 시흥상동로68번길 2-5,제주특별자치도 서귀포시 성산읍 시흥리 980-27,33.47550286,126.8988989,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,CU 성산시흥점,편의점,,제주특별자치도 서귀포시 성산읍 일주동로 3954,제주특별자치도 서귀포시 성산읍 시흥리 747-1,33.47280661,126.9011394,2020-06-22,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
시흥리마을,서귀포시,성산읍,시흥리,세븐일레븐서귀포성산시흥점,편의점,,제주특별자치도 서귀포시 성산읍 시흥상동로 64,제주특별자치도 서귀포시 성산읍 시흥리 1052-1 ,33.47491845,126.8981488,2022-08-22,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,신산마트,마트,064-784-0053,제주특별자치도 서귀포시 성산읍 신산중앙로 5-16,제주특별자치도 서귀포시 성산읍 신산리 520,33.38164646,126.8781473,2015-01-12,13,영업중,연중무휴,(평일+주말+공휴일)05:30~22:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,막은녀슈퍼,마트,070-8900-7199,제주특별자치도 서귀포시 성산읍 환해장성로 67,제주특별자치도 서귀포시 성산읍 신산리 422,33.37863427,126.8796614,,13,영업중,연중무휴,(평일+주말+공휴일)06:00~21:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,성산포수협 신산지점,은행,064-784-1180,제주특별자치도 서귀포시 성산읍 일주동로 5113 성산포수협신산지점,제주특별자치도 서귀포시 성산읍 신산리 1041-5,33.38034191,126.8764108,,13,영업중,토요일+일요일,(평일)09:00~16:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,신산리마을회관 전기차충전소,전기차충전소,1899-8852,제주특별자치도 서귀포시 성산읍 일주동로 5120,제주특별자치도 서귀포시 성산읍 신산리 1046-2,33.38016083,126.8756628,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,신산청소년문화의집 전기차충전소,전기차충전소,1899-8852,제주특별자치도 서귀포시 성산읍 일주동로 5101-1,제주특별자치도 서귀포시 성산읍 신산리 1037-5,33.38127352,126.8771054,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,터닝포인트제주 전기차충전소,전기차충전소,1522-2573,제주특별자치도 서귀포시 성산읍 일주동로 5199-11,제주특별자치도 서귀포시 성산읍 신산리 1183-3,33.37315542,126.8725135,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,메모리아 리조트 전기차충전소,전기차충전소,1522-1782,제주특별자치도 서귀포시 성산읍 일주동로 5199-3,제주특별자치도 서귀포시 성산읍 신산리 1176-9,33.37396352,126.8725338,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,CU 성산일주동로점 전기차충전소,전기차충전소,1522-2573,,제주특별자치도 서귀포시 성산읍 신산리 1200-2,33.37299249,126.8708011,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,SK엔크린 희진주유소,주유소,0507-1441-0151,제주특별자치도 서귀포시 성산읍 일주동로 5160,제주특별자치도 서귀포시 성산읍 신산리 1166-1,33.37687214,126.8733987,1992-12-15,13,영업중,연중무휴,(평일+주말+공휴일)05:00~22:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,현대오일뱅크 난산입구주유소,주유소,064-784-0084,제주특별자치도 서귀포시 성산읍 일주동로 5058,제주특별자치도 서귀포시 성산읍 신산리 620,33.38476687,126.8789651,1987-05-14,13,영업중,연중무휴,(평일+주말+공휴일)06:30~19:30,2022-09-30
신산리마을,서귀포시,성산읍,신산리,신산포구 클린하우스,클린하우스,,제주특별자치도 서귀포시 성산읍 환해장성로 136,제주특별자치도 서귀포시 성산읍 신산리 565-7,33.38337015,126.8821268,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,세븐일레븐 서귀포신산리점,편의점,,제주특별자치도 서귀포시 성산읍 일주동로 5065,제주특별자치도 서귀포시 성산읍 신산리 607-2,33.38399122,126.8787029,2022-07-29,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,CU 성산신산점,편의점,,제주특별자치도 서귀포시 성산읍 일주동로 5115 경성철물,제주특별자치도 서귀포시 성산읍 신산리 1041-4,33.38019074,126.8762633,2012-02-09,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,CU 성산일주동로점,편의점,,제주특별자치도 서귀포시 성산읍 일주동로 5210,제주특별자치도 서귀포시 성산읍 신산리 1211-2,33.37315479,126.8708089,2018-02-13,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신산리마을,서귀포시,성산읍,신산리,해안편의점,편의점,064-782-4178,제주특별자치도 서귀포시 성산읍 환해장성로 35 해안편의점,제주특별자치도 서귀포시 성산읍 신산리 1129-4,33.37670014,126.8771978,,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,조끄뜨레 식자재마트 성산지점,마트,0507-1384-9323,제주특별자치도 서귀포시 성산읍 고성오조로 18,제주특별자치도 서귀포시 성산읍 고성리 1001,33.44513723,126.9146735,2017-07-26,13,영업중,연중무휴,(평일+주말+공휴일)07:00~23:59,2022-09-30
신양리마을,서귀포시,성산읍,신양리,일출식자재마트,마트,0507-1479-0257,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 77 1층,제주특별자치도 서귀포시 성산읍 고성리 377,33.44552484,126.9178808,,13,영업중,연중무휴,(평일+주말+공휴일)08:00~22:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,제주감귤농협 농협마트,마트,064-733-5409,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 120,제주특별자치도 서귀포시 성산읍 고성리 229,33.44903641,126.9210369,,13,영업중,연중무휴,(평일+주말+공휴일)09:00~22:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,고성우체국,우체국,064-782-2005,제주특별자치도 서귀포시 성산읍 서성일로 1253,제주특별자치도 서귀포시 성산읍 고성리 1103-1,33.44735344,126.9121601,,13,영업중,토요일+일요일,(평일+주말)09:00~18:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,다올-썬라이즈호텔 섭지코지점 전기차충전소,전기차충전소,1522-2573,제주특별자치도 서귀포시 성산읍 신양로 83,제주특별자치도 서귀포시 성산읍 고성리 510-6,33.43656072,126.9181232,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,우리들국수 전기차충전소,전기차충전소,1670-2690,제주특별자치도 서귀포시 성산읍 섭지코지로 63,제주특별자치도 서귀포시 성산읍 고성리 224-18,33.43691963,126.9224432,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,성산보건지소 전기차충전소,전기차충전소,1899-8852,제주특별자치도 서귀포시 성산읍 고성오조로 42,제주특별자치도 서귀포시 성산읍 고성리 346-2,33.44687588,126.915828,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,농업회사법인 백록 전기차충전소,전기차충전소,1670-2690,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12,제주특별자치도 서귀포시 성산읍 고성리 448-1,33.44002171,126.9197357,,18,사용중,연중무휴,(평일+주말+공휴일)09:00~18:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,해뜨는초록마을펜션 전기차충전소,전기차충전소,1670-2690,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 8,제주특별자치도 서귀포시 성산읍 고성리 산 448-7,33.43944478,126.9198922,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,성산스튜디오 전기차충전소,전기차충전소,1833-8017,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,제주특별자치도 서귀포시 성산읍 고성리 372-1,33.44442332,126.9189493,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,광치기흑돼지 전기차충전소,전기차충전소,1833-8017,,제주특별자치도 서귀포시 성산읍 고성리 235,33.44977834,126.9215874,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,일출식자재마트 전기차충전소,전기차충전소,1522-2573,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 77,제주특별자치도 서귀포시 성산읍 고성리 377,33.44553836,126.9178808,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,동부종합사회복지관 전기차충전소,전기차충전소,1899-8852,제주특별자치도 서귀포시 성산읍 일출로 14-11,제주특별자치도 서귀포시 성산읍 고성리 1108,33.44682698,126.9135534,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,마레 호텔 전기차충전소,전기차충전소,1522-1782,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29,제주특별자치도 서귀포시 성산읍 고성리 444-7,33.44162391,126.9190944,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,현대오일뱅크 동남주유소,주유소,064-784-0066,제주특별자치도 서귀포시 성산읍 고성오조로 35,제주특별자치도 서귀포시 성산읍 고성리 1115,33.44692691,126.9146422,1977-07-18,13,영업중,연중무휴,(평일+주말+공휴일)06:00~22:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,GS칼텍스 해맞이주유소,주유소,064-784-3738,제주특별자치도 서귀포시 성산읍 일주동로 4501,제주특별자치도 서귀포시 성산읍 고성리 1914-1,33.42719672,126.9074599,1992-03-21,13,영업중,연중무휴,(평일+주말+공휴일)07:00~21:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,성산일출봉농협주유소,주유소,064-780-3135,제주특별자치도 서귀포시 성산읍 일주동로 4521,제주특별자치도 서귀포시 성산읍 고성리 1901,33.42529174,126.9070399,2019-03-18,13,영업중,연중무휴,(평일+주말+공휴일)07:30~19:30,2022-09-30
신양리마을,서귀포시,성산읍,신양리,고성리 회전교차로 공영주차장,주차장,064-760-3132,제주특별자치도 서귀포시 성산읍 고성오조로 42,제주특별자치도 서귀포시 성산읍 고성리 346-2,33.44706057,126.9156154,,18,사용중,일요일+공휴일,(평일+토요일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,섭지코지 노외공영주차장,주차장,064-760-4282,,제주특별자치도 서귀포시 성산읍 고성리 62-3,33.42371492,126.9290165,,18,사용중,일요일+공휴일,(평일+토요일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,성산일출봉 주변 녹지공간 조성 주차장(2),주차장,064-710-6657,,제주특별자치도 서귀포시 성산읍 고성리 263,33.45535516,126.9258338,,18,사용중,일요일+공휴일,(평일+토요일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,성산읍 신양리 마돈식당 앞 클린하우스,클린하우스,,,제주특별자치도 서귀포시 성산읍 고성리 224-16,33.43762708,126.9219452,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,성산읍 신양포구 부근 클린하우스,클린하우스,,,제주특별자치도 서귀포시 성산읍 고성리 596-7,33.43429397,126.9159665,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,CU 벨라테라스점,편의점,064-731-7724,제주특별자치도 서귀포시 성산읍 섭지코지로 107 벨라테라스 (고성리) 1층,제주특별자치도 서귀포시 성산읍 고성리 127-2,33.43018334,126.9278768,2013-01-22,13,영업중,연중무휴,(평일+주말+공휴일)07:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,CU 제주성산점,편의점,,제주특별자치도 서귀포시 성산읍 일출로 18 ,제주특별자치도 서귀포시 성산읍 고성리 1116-10,33.44724028,126.9147199,2017-02-16,13,영업중,연중무휴,(평일+주말+공휴일)10:00~22:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,CU 성산신양점,편의점,064-783-8093,제주특별자치도 서귀포시 성산읍 신양로 81 번지,제주특별자치도 서귀포시 성산읍 고성리 510-33,33.43645941,126.9183141,2020-08-03,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신양리마을,서귀포시,성산읍,신양리,CU 제주섭지코지점,편의점,064-782-7482,제주특별자치도 서귀포시 성산읍 신양로 114,제주특별자치도 서귀포시 성산읍 고성리 205-5,33.43640526,126.9217231,2017-11-28,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신천리마을,서귀포시,성산읍,신천리,돈키호테부동산 전기차충전소,전기차충전소,1670-2690,,제주특별자치도 서귀포시 성산읍 신천리 449-1,33.34286541,126.8475563,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신천리마을,서귀포시,성산읍,신천리,비욘드북카페엔게스트하우스 전기차충전소,전기차충전소,1670-2690,제주특별자치도 서귀포시 성산읍 신천동로 24-30,제주특별자치도 서귀포시 성산읍 신천리 538-2,33.34488635,126.8542776,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신천리마을,서귀포시,성산읍,신천리,조케네가든 전기차충전소,전기차충전소,062-941-9360,제주특별자치도 서귀포시 성산읍 신천동로13번길 27,제주특별자치도 서귀포시 성산읍 신천리 563,33.34783647,126.8538927,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신천리마을,서귀포시,성산읍,신천리,고망난돌민박 전기차충전소,전기차충전소,1833-8017,,제주특별자치도 서귀포시 성산읍 신천리 76-14,33.35300565,126.8583131,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신천리마을,서귀포시,성산읍,신천리,태영TIC 전기차충전소,전기차충전소,1670-2690,,제주특별자치도 서귀포시 성산읍 신천리 50-1,33.35533296,126.8612988,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신천리마을,서귀포시,성산읍,신천리,세븐일레븐 서귀포신천리점,편의점,064-787-0157,제주특별자치도 서귀포시 성산읍 신천로49번길 32,제주특별자치도 서귀포시 성산읍 신천리 220-10,33.34106275,126.8555999,2022-06-23,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,맛나상회,마트,0507-1432-0625,제주특별자치도 서귀포시 성산읍 풍천로 225-2,제주특별자치도 서귀포시 성산읍 신풍리 744-1,33.3609279,126.835417,,13,영업중,연중무휴,(평일+주말+공휴일)07:00~22:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,신풍리 사무소 전기차충전소,전기차충전소,1600-4047,제주특별자치도 서귀포시 성산읍 풍천로 227,제주특별자치도 서귀포시 성산읍 신풍리 724,33.36119575,126.8354422,,18,사용중,연중무휴,(평일)09:00~18:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,신풍리마을회(게스트하우스) 전기차충전소,전기차충전소,1522-1782,제주특별자치도 서귀포시 성산읍 신풍하동로 37,제주특별자치도 서귀포시 성산읍 신풍리 500,33.36235576,126.8399823,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,신풍지역아동센터 전기차충전소,전기차충전소,1600-4047,제주특별자치도 서귀포시 성산읍 신풍상동로14번길 6,제주특별자치도 서귀포시 성산읍 신풍리 728,33.36147366,126.8342409,,18,사용중,연중무휴,(평일)09:00~18:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,신풍보건진료소 전기차충전소,전기차충전소,1899-8852,제주특별자치도 서귀포시 성산읍 풍천로192번길 40-1,제주특별자치도 서귀포시 성산읍 신풍리 824,33.36107171,126.8388296,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,잠도둑게스트하우스 전기차충전소,전기차충전소,1522-1782,제주특별자치도 서귀포시 성산읍 일주동로 5379,제주특별자치도 서귀포시 성산읍 신풍리 37,33.35917283,126.8644327,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,늘예솔 전기차충전소,전기차충전소,1833-8017,제주특별자치도 서귀포시 성산읍 일주동로 5335,제주특별자치도 서귀포시 성산읍 신풍리 산 73-1,33.36263945,126.8653554,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,제주황금다래영농조합법인 전기차충전소,전기차충전소,1600-4047,제주특별자치도 서귀포시 성산읍 남산봉로 120 주차장,제주특별자치도 서귀포시 성산읍 신풍리 1269,33.37252561,126.8270417,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,신풍리 하동 클린하우스,클린하우스,,,제주특별자치도 서귀포시 성산읍 신풍리 149-3,33.36195579,126.8616576,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
어멍아방잔치마을,서귀포시,성산읍,신풍리,어멍아방잔치마을 안 클린하우스,클린하우스,,제주특별자치도 서귀포시 성산읍 신풍하동로 37,제주특별자치도 서귀포시 성산읍 신풍리 505-2,33.36260648,126.8403848,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
오조리마을,서귀포시,성산읍,오조리,오조리종합복지회관 전기차충전소,전기차충전소,1899-8852,제주특별자치도 서귀포시 성산읍 오조로 77,제주특별자치도 서귀포시 성산읍 오조리 152-1,33.46128098,126.9152628,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
오조리마을,서귀포시,성산읍,오조리,성산하수처리장 전기차충전소,전기차충전소,1899-2100,제주특별자치도 서귀포시 성산읍 고성동서로 115,제주특별자치도 서귀포시 성산읍 오조리 57-35,33.45138206,126.9197952,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
오조리마을,서귀포시,성산읍,오조리,성산포 성당 전기차충전소,전기차충전소,1600-4047,제주특별자치도 서귀포시 성산읍 고성오조로 120,제주특별자치도 서귀포시 성산읍 오조리 61-10,33.45367057,126.9140709,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
